timestamp,truck_id,reading,temperature,vibration_rms,door_event,anomaly
2026-08-09 19:23:21,truck_001,35,4.31,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,36,4.33,0.99,CLOSE,combined
2026-08-09 19:23:21,truck_001,37,4.27,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,38,4.3,1.55,CLOSE,combined
2026-08-09 19:23:21,truck_001,39,4.49,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,40,4.44,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,41,4.34,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,42,4.44,1.06,CLOSE,combined
2026-08-09 19:23:21,truck_001,43,4.45,1.44,CLOSE,combined
2026-08-09 19:23:21,truck_001,44,4.2,1.37,OPEN,combined
2026-08-09 19:23:21,truck_001,45,4.15,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,46,4.43,1.3,OPEN,combined
2026-08-09 19:23:21,truck_001,47,4.43,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,48,4.29,1.15,OPEN,combined
2026-08-09 19:23:21,truck_001,49,4.47,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,50,4.43,0.7,CLOSE,combined
2026-08-09 19:23:21,truck_001,51,4.67,1.33,CLOSE,combined
2026-08-09 19:23:21,truck_001,52,4.37,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,53,4.28,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,54,4.47,0.82,CLOSE,combined
2026-08-09 19:23:21,truck_001,55,4.4,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,56,4.48,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,57,4.53,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,58,4.48,1.39,CLOSE,combined
2026-08-09 19:23:21,truck_001,59,4.37,1.04,CLOSE,combined
2026-08-09 19:23:21,truck_001,60,4.66,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,61,4.63,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,62,4.45,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,63,4.38,1.42,CLOSE,combined
2026-08-09 19:23:21,truck_001,64,4.43,1.02,CLOSE,combined
2026-08-09 19:23:21,truck_001,65,4.58,1.03,CLOSE,combined
2026-08-09 19:23:21,truck_001,66,4.59,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,67,4.48,1.38,OPEN,combined
2026-08-09 19:23:21,truck_001,68,4.62,1.29,OPEN,combined
2026-08-09 19:23:21,truck_001,69,4.6,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,70,4.41,1.39,CLOSE,combined
2026-08-09 19:23:21,truck_001,71,4.48,1.37,CLOSE,combined
2026-08-09 19:23:21,truck_001,72,4.69,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,73,4.74,1.21,CLOSE,combined
2026-08-09 19:23:21,truck_001,74,4.72,1.1,CLOSE,combined
2026-08-09 19:23:21,truck_001,75,4.71,1.45,OPEN,combined
2026-08-09 19:23:21,truck_001,76,4.59,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,77,4.51,1.27,CLOSE,combined
2026-08-09 19:23:21,truck_001,78,4.63,1.42,CLOSE,combined
2026-08-09 19:23:21,truck_001,79,4.55,1.21,CLOSE,combined
2026-08-09 19:23:21,truck_001,80,4.53,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,81,4.65,1.33,CLOSE,combined
2026-08-09 19:23:21,truck_001,82,4.59,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,83,4.67,1.11,CLOSE,combined
2026-08-09 19:23:21,truck_001,84,4.69,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,85,4.75,1.27,CLOSE,combined
2026-08-09 19:23:21,truck_001,86,4.6,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,87,4.68,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,88,4.65,1.19,CLOSE,combined
2026-08-09 19:23:21,truck_001,89,4.68,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,90,4.7,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,91,4.66,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,92,4.6,1.05,CLOSE,combined
2026-08-09 19:23:21,truck_001,93,4.69,1.4,CLOSE,combined
2026-08-09 19:23:21,truck_001,94,4.69,1.24,CLOSE,combined
2026-08-09 19:23:21,truck_001,95,4.87,1.4,CLOSE,combined
2026-08-09 19:23:21,truck_001,96,4.78,1.37,OPEN,combined
2026-08-09 19:23:21,truck_001,97,4.71,1.49,CLOSE,combined
2026-08-09 19:23:21,truck_001,98,4.87,0.91,CLOSE,combined
2026-08-09 19:23:21,truck_001,99,4.82,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,100,4.86,0.94,CLOSE,combined
2026-08-09 19:23:21,truck_001,101,4.83,1.39,CLOSE,combined
2026-08-09 19:23:21,truck_001,102,4.93,0.88,CLOSE,combined
2026-08-09 19:23:21,truck_001,103,4.82,1.04,CLOSE,combined
2026-08-09 19:23:21,truck_001,104,4.75,1.37,CLOSE,combined
2026-08-09 19:23:21,truck_001,105,4.84,1.24,CLOSE,combined
2026-08-09 19:23:21,truck_001,106,4.73,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,107,4.99,1.24,CLOSE,combined
2026-08-09 19:23:21,truck_001,108,4.88,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,109,4.65,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,110,4.82,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,111,4.87,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,112,4.96,1.11,CLOSE,combined
2026-08-09 19:23:21,truck_001,113,4.8,1.0,CLOSE,combined
2026-08-09 19:23:21,truck_001,114,4.89,1.25,OPEN,combined
2026-08-09 19:23:21,truck_001,115,5.07,1.07,OPEN,combined
2026-08-09 19:23:21,truck_001,116,4.83,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,117,5.04,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,118,4.89,0.94,CLOSE,combined
2026-08-09 19:23:21,truck_001,119,4.87,1.22,CLOSE,combined
2026-08-09 19:23:21,truck_001,120,5.05,1.38,CLOSE,combined
2026-08-09 19:23:21,truck_001,121,4.96,1.22,OPEN,combined
2026-08-09 19:23:21,truck_001,122,4.83,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,123,4.94,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,124,5.2,1.03,OPEN,combined
2026-08-09 19:23:21,truck_001,125,5.06,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,126,4.93,1.26,OPEN,combined
2026-08-09 19:23:21,truck_001,127,5.12,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,128,4.87,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,129,4.98,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,130,5.1,1.52,CLOSE,combined
2026-08-09 19:23:21,truck_001,131,5.02,1.53,CLOSE,combined
2026-08-09 19:23:21,truck_001,132,5.09,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,133,5.28,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,134,4.95,1.36,CLOSE,combined
2026-08-09 19:23:21,truck_001,135,5.16,1.07,OPEN,combined
2026-08-09 19:23:21,truck_001,136,5.07,1.03,CLOSE,combined
2026-08-09 19:23:21,truck_001,137,5.15,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,138,5.09,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,139,5.17,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,140,5.22,1.41,OPEN,combined
2026-08-09 19:23:21,truck_001,141,5.13,1.15,CLOSE,combined
2026-08-09 19:23:21,truck_001,142,4.95,1.57,CLOSE,combined
2026-08-09 19:23:21,truck_001,143,4.87,1.02,CLOSE,combined
2026-08-09 19:23:21,truck_001,144,5.28,1.1,CLOSE,combined
2026-08-09 19:23:21,truck_001,145,5.09,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,146,5.12,1.03,CLOSE,combined
2026-08-09 19:23:21,truck_001,147,5.25,1.22,CLOSE,combined
2026-08-09 19:23:21,truck_001,148,5.29,1.0,OPEN,combined
2026-08-09 19:23:21,truck_001,149,5.13,1.15,CLOSE,combined
2026-08-09 19:23:21,truck_001,150,5.02,1.05,OPEN,combined
2026-08-09 19:23:21,truck_001,151,5.32,1.43,CLOSE,combined
2026-08-09 19:23:21,truck_001,152,5.26,1.29,CLOSE,combined
2026-08-09 19:23:21,truck_001,153,5.18,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,154,5.16,0.72,CLOSE,combined
2026-08-09 19:23:21,truck_001,155,5.16,0.96,CLOSE,combined
2026-08-09 19:23:21,truck_001,156,5.21,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,157,5.39,0.98,CLOSE,combined
2026-08-09 19:23:21,truck_001,158,5.28,1.4,CLOSE,combined
2026-08-09 19:23:21,truck_001,159,5.35,1.02,CLOSE,combined
2026-08-09 19:23:21,truck_001,160,5.43,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,161,5.42,1.41,OPEN,combined
2026-08-09 19:23:21,truck_001,162,5.33,1.19,CLOSE,combined
2026-08-09 19:23:21,truck_001,163,5.41,1.2,OPEN,combined
2026-08-09 19:23:21,truck_001,164,5.26,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,165,5.19,0.92,CLOSE,combined
2026-08-09 19:23:21,truck_001,166,5.22,1.37,CLOSE,combined
2026-08-09 19:23:21,truck_001,167,5.43,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,168,5.39,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,169,5.21,1.24,CLOSE,combined
2026-08-09 19:23:21,truck_001,170,5.28,0.93,OPEN,combined
2026-08-09 19:23:21,truck_001,171,5.28,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,172,5.42,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,173,5.32,0.99,CLOSE,combined
2026-08-09 19:23:21,truck_001,174,5.52,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,175,5.37,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,176,5.45,1.22,CLOSE,combined
2026-08-09 19:23:21,truck_001,177,5.36,1.49,CLOSE,combined
2026-08-09 19:23:21,truck_001,178,5.33,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,179,5.41,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,180,5.46,1.39,CLOSE,combined
2026-08-09 19:23:21,truck_001,181,5.64,1.02,OPEN,combined
2026-08-09 19:23:21,truck_001,182,5.28,1.1,CLOSE,combined
2026-08-09 19:23:21,truck_001,183,5.43,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,184,5.52,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,185,5.68,0.92,CLOSE,combined
2026-08-09 19:23:21,truck_001,186,5.38,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,187,5.42,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,188,5.59,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,189,5.39,1.21,CLOSE,combined
2026-08-09 19:23:21,truck_001,190,5.56,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,191,5.52,1.54,CLOSE,combined
2026-08-09 19:23:21,truck_001,192,5.51,1.39,CLOSE,combined
2026-08-09 19:23:21,truck_001,193,5.58,0.96,OPEN,combined
2026-08-09 19:23:21,truck_001,194,5.61,1.45,CLOSE,combined
2026-08-09 19:23:21,truck_001,195,5.7,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,196,5.66,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,197,5.58,1.41,CLOSE,combined
2026-08-09 19:23:21,truck_001,198,5.58,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,199,5.67,1.1,CLOSE,combined
2026-08-09 19:23:21,truck_001,200,5.78,0.98,CLOSE,combined
2026-08-09 19:23:21,truck_001,201,5.76,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,202,5.49,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,203,5.69,1.03,CLOSE,combined
2026-08-09 19:23:21,truck_001,204,5.71,0.92,CLOSE,combined
2026-08-09 19:23:21,truck_001,205,5.61,1.06,CLOSE,combined
2026-08-09 19:23:21,truck_001,206,5.62,1.27,OPEN,combined
2026-08-09 19:23:21,truck_001,207,5.74,1.29,CLOSE,combined
2026-08-09 19:23:21,truck_001,208,5.7,1.46,OPEN,combined
2026-08-09 19:23:21,truck_001,209,5.82,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,210,5.62,1.45,CLOSE,combined
2026-08-09 19:23:21,truck_001,211,5.51,1.29,CLOSE,combined
2026-08-09 19:23:21,truck_001,212,5.89,1.04,OPEN,combined
2026-08-09 19:23:21,truck_001,213,5.85,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,214,5.71,1.33,CLOSE,combined
2026-08-09 19:23:21,truck_001,215,5.95,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,216,5.73,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,217,5.72,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,218,5.78,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,219,5.72,0.76,CLOSE,combined
2026-08-09 19:23:21,truck_001,220,5.77,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,221,5.82,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,222,5.74,1.05,CLOSE,combined
2026-08-09 19:23:21,truck_001,223,5.8,1.35,CLOSE,combined
2026-08-09 19:23:21,truck_001,224,5.55,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,225,5.82,0.93,CLOSE,combined
2026-08-09 19:23:21,truck_001,226,5.94,1.15,CLOSE,combined
2026-08-09 19:23:21,truck_001,227,5.79,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,228,5.89,1.38,CLOSE,combined
2026-08-09 19:23:21,truck_001,229,5.97,1.39,OPEN,combined
2026-08-09 19:23:21,truck_001,230,5.86,1.39,CLOSE,combined
2026-08-09 19:23:21,truck_001,231,5.91,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,232,5.88,1.69,OPEN,combined
2026-08-09 19:23:21,truck_001,233,5.88,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,234,5.75,1.19,CLOSE,combined
2026-08-09 19:23:21,truck_001,235,5.96,1.42,CLOSE,combined
2026-08-09 19:23:21,truck_001,236,5.82,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,237,6.07,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,238,5.91,1.38,OPEN,combined
2026-08-09 19:23:21,truck_001,239,5.87,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,240,5.85,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,241,5.98,1.32,OPEN,combined
2026-08-09 19:23:21,truck_001,242,5.8,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,243,5.91,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,244,5.94,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,245,6.12,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,246,6.01,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,247,5.96,0.88,OPEN,combined
2026-08-09 19:23:21,truck_001,248,5.95,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,249,6.0,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,250,6.13,1.0,OPEN,combined
2026-08-09 19:23:21,truck_001,251,6.21,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,252,5.87,1.24,CLOSE,combined
2026-08-09 19:23:21,truck_001,253,6.17,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,254,5.91,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,255,6.06,1.01,CLOSE,combined
2026-08-09 19:23:21,truck_001,256,6.04,1.03,OPEN,combined
2026-08-09 19:23:21,truck_001,257,6.17,1.29,CLOSE,combined
2026-08-09 19:23:21,truck_001,258,6.29,1.1,CLOSE,combined
2026-08-09 19:23:21,truck_001,259,6.15,1.27,CLOSE,combined
2026-08-09 19:23:21,truck_001,260,6.23,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,261,6.11,0.96,CLOSE,combined
2026-08-09 19:23:21,truck_001,262,6.11,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,263,5.96,0.86,CLOSE,combined
2026-08-09 19:23:21,truck_001,264,6.15,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,265,6.15,1.0,CLOSE,combined
2026-08-09 19:23:21,truck_001,266,6.09,1.13,OPEN,combined
2026-08-09 19:23:21,truck_001,267,6.09,1.23,OPEN,combined
2026-08-09 19:23:21,truck_001,268,6.23,1.41,CLOSE,combined
2026-08-09 19:23:21,truck_001,269,6.1,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,270,6.01,1.11,OPEN,combined
2026-08-09 19:23:21,truck_001,271,6.12,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,272,6.14,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,273,6.25,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,274,6.29,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,275,6.11,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,276,6.17,1.01,CLOSE,combined
2026-08-09 19:23:21,truck_001,277,6.28,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,278,6.35,1.06,CLOSE,combined
2026-08-09 19:23:21,truck_001,279,6.34,1.29,CLOSE,combined
2026-08-09 19:23:21,truck_001,280,6.16,1.0,CLOSE,combined
2026-08-09 19:23:21,truck_001,281,6.4,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,282,6.22,1.38,CLOSE,combined
2026-08-09 19:23:21,truck_001,283,6.23,1.29,CLOSE,combined
2026-08-09 19:23:21,truck_001,284,6.29,1.15,CLOSE,combined
2026-08-09 19:23:21,truck_001,285,6.38,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,286,6.25,1.14,CLOSE,combined
2026-08-09 19:23:21,truck_001,287,6.44,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,288,6.37,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,289,6.42,1.48,CLOSE,combined
2026-08-09 19:23:21,truck_001,290,6.48,1.39,OPEN,combined
2026-08-09 19:23:21,truck_001,291,6.35,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,292,6.23,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,293,6.17,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,294,6.22,1.17,CLOSE,combined
2026-08-09 19:23:21,truck_001,295,6.35,1.02,CLOSE,combined
2026-08-09 19:23:21,truck_001,296,6.23,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,297,6.28,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,298,6.38,1.04,CLOSE,combined
2026-08-09 19:23:21,truck_001,299,6.51,1.35,CLOSE,combined
2026-08-09 19:23:21,truck_001,300,6.48,1.01,CLOSE,combined
2026-08-09 19:23:21,truck_001,301,6.34,0.92,CLOSE,combined
2026-08-09 19:23:21,truck_001,302,6.12,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,303,6.25,0.97,OPEN,combined
2026-08-09 19:23:21,truck_001,304,6.29,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,305,6.4,1.17,OPEN,combined
2026-08-09 19:23:21,truck_001,306,6.31,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,307,6.7,0.99,CLOSE,combined
2026-08-09 19:23:21,truck_001,308,6.36,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,309,6.58,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,310,6.74,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,311,6.65,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,312,6.53,1.31,CLOSE,combined
2026-08-09 19:23:21,truck_001,313,6.57,1.19,CLOSE,combined
2026-08-09 19:23:21,truck_001,314,6.52,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,315,6.41,1.37,CLOSE,combined
2026-08-09 19:23:21,truck_001,316,6.53,1.22,OPEN,combined
2026-08-09 19:23:21,truck_001,317,6.53,1.11,CLOSE,combined
2026-08-09 19:23:21,truck_001,318,6.51,1.42,CLOSE,combined
2026-08-09 19:23:21,truck_001,319,6.56,1.28,OPEN,combined
2026-08-09 19:23:21,truck_001,320,6.34,1.09,CLOSE,combined
2026-08-09 19:23:21,truck_001,321,6.63,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,322,6.66,0.97,CLOSE,combined
2026-08-09 19:23:21,truck_001,323,6.5,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,324,6.5,1.21,CLOSE,combined
2026-08-09 19:23:21,truck_001,325,6.71,0.97,CLOSE,combined
2026-08-09 19:23:21,truck_001,326,6.6,1.34,CLOSE,combined
2026-08-09 19:23:21,truck_001,327,6.65,1.52,CLOSE,combined
2026-08-09 19:23:21,truck_001,328,6.64,0.99,CLOSE,combined
2026-08-09 19:23:21,truck_001,329,6.56,1.08,OPEN,combined
2026-08-09 19:23:21,truck_001,330,6.73,1.4,CLOSE,combined
2026-08-09 19:23:21,truck_001,331,6.75,1.07,CLOSE,combined
2026-08-09 19:23:21,truck_001,332,6.69,1.02,CLOSE,combined
2026-08-09 19:23:21,truck_001,333,6.79,1.15,CLOSE,combined
2026-08-09 19:23:21,truck_001,334,6.51,1.3,CLOSE,combined
2026-08-09 19:23:21,truck_001,335,6.64,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,336,6.73,0.84,OPEN,combined
2026-08-09 19:23:21,truck_001,337,6.54,1.04,CLOSE,combined
2026-08-09 19:23:21,truck_001,338,6.54,1.1,CLOSE,combined
2026-08-09 19:23:21,truck_001,339,6.73,0.98,CLOSE,combined
2026-08-09 19:23:21,truck_001,340,6.77,0.96,CLOSE,combined
2026-08-09 19:23:21,truck_001,341,6.71,1.24,CLOSE,combined
2026-08-09 19:23:21,truck_001,342,6.71,1.49,CLOSE,combined
2026-08-09 19:23:21,truck_001,343,6.69,1.11,OPEN,combined
2026-08-09 19:23:21,truck_001,344,6.94,1.06,CLOSE,combined
2026-08-09 19:23:21,truck_001,345,6.88,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,346,6.72,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,347,6.72,1.18,CLOSE,combined
2026-08-09 19:23:21,truck_001,348,6.91,1.03,CLOSE,combined
2026-08-09 19:23:21,truck_001,349,6.68,0.9,CLOSE,combined
2026-08-09 19:23:21,truck_001,350,6.76,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,351,6.87,1.0,CLOSE,combined
2026-08-09 19:23:21,truck_001,352,6.62,1.27,CLOSE,combined
2026-08-09 19:23:21,truck_001,353,6.81,0.92,CLOSE,combined
2026-08-09 19:23:21,truck_001,354,6.79,1.28,CLOSE,combined
2026-08-09 19:23:21,truck_001,355,6.83,1.03,CLOSE,combined
2026-08-09 19:23:21,truck_001,356,6.78,1.47,CLOSE,combined
2026-08-09 19:23:21,truck_001,357,6.92,1.13,CLOSE,combined
2026-08-09 19:23:21,truck_001,358,7.11,1.22,CLOSE,combined
2026-08-09 19:23:21,truck_001,359,6.75,1.25,CLOSE,combined
2026-08-09 19:23:21,truck_001,360,6.63,1.27,OPEN,combined
2026-08-09 19:23:21,truck_001,361,6.94,1.08,CLOSE,combined
2026-08-09 19:23:21,truck_001,362,6.89,1.16,CLOSE,combined
2026-08-09 19:23:21,truck_001,363,6.92,1.0,CLOSE,combined
2026-08-09 19:23:21,truck_001,364,6.96,1.38,CLOSE,combined
2026-08-09 19:23:21,truck_001,365,6.98,1.32,CLOSE,combined
2026-08-09 19:23:21,truck_001,366,6.86,1.11,OPEN,combined
2026-08-09 19:23:21,truck_001,367,7.06,1.12,CLOSE,combined
2026-08-09 19:23:21,truck_001,368,7.03,1.26,CLOSE,combined
2026-08-09 19:23:21,truck_001,369,6.94,1.36,CLOSE,combined
2026-08-09 19:23:21,truck_001,370,7.0,1.5,CLOSE,combined
2026-08-09 19:23:21,truck_001,371,6.98,0.95,CLOSE,combined
2026-08-09 19:23:21,truck_001,372,7.02,1.2,CLOSE,combined
2026-08-09 19:23:21,truck_001,373,7.01,1.23,CLOSE,combined
2026-08-09 19:23:21,truck_001,374,6.99,1.44,CLOSE,combined
2026-08-09 19:23:21,truck_001,375,7.07,1.19,CLOSE,combined
2026-08-09 19:23:21,truck_001,376,6.84,0.99,CLOSE,combined
2026-08-09 19:23:21,truck_001,377,7.04,1.04,CLOSE,combined
